Employee_ID,Employee_Name,Pay_Period_Date,Department,Designation,Gender,Cost_Center,Basic_Salary,HRA,Performance_Bonus,Total_Earnings,Provident_Fund,Professional_Tax,Income_Tax,Total_Deductions,Net_Pay
OPT0030,Amber Vega,2025-08-01,HR,Senior Analyst,Male,66661351,73859,29543,9348,112750,8863,200,11275,20338,92412
OPT0031,Angela Cooper,2025-08-01,Sales,Manager,Female,61220073,60029,24011,6221,90261,7203,200,9026,16429,73832
OPT0032,Regina Butler,2025-08-01,Sales,Executive,Female,84252722,58269,23307,7482,89058,6992,200,8905,16097,72961
OPT0033,Joseph Martinez,2025-08-01,HR,Manager,Female,96028436,41215,16486,5911,63612,4945,200,6361,11506,52106
OPT0034,Morgan Stevenson,2025-08-01,IT,Manager,Female,68353204,48256,19302,2055,69613,5790,200,6961,12951,56662
OPT0035,Joseph Jenkins,2025-08-01,Finance,Executive,Male,45351479,47435,18974,5659,72068,5692,200,7206,13098,58970
OPT0036,David Clark,2025-08-01,Sales,Senior Analyst,Male,93926371,53602,21440,4473,79515,6432,200,7951,14583,64932
OPT0037,Michelle Newman,2025-08-01,IT,Associate,Male,30513739,69544,27817,2093,99454,8345,200,9945,18490,80964
OPT0038,Douglas Mills MD,2025-08-01,IT,Senior Analyst,Male,90388981,55563,22225,7675,85463,6667,200,8546,15413,70050
OPT0039,Marc Jones,2025-08-01,IT,Executive,Male,25014631,75764,30305,2968,109037,9091,200,10903,20194,88843
OPT0040,Jeremy Lucas,2025-08-01,IT,Analyst,Male,17774584,42467,16986,5321,64774,5096,200,6477,11773,53001
OPT0041,Meghan Craig,2025-08-01,Finance,Associate,Male,21496211,78108,31243,8306,117657,9372,200,11765,21337,96320
OPT0042,Kevin Wilson,2025-08-01,Marketing,Executive,Male,81498611,39694,15877,7232,62803,4763,200,6280,11243,51560
OPT0043,Aaron Humphrey,2025-08-01,Finance,Senior Analyst,Female,83793389,51335,20534,5010,76879,6160,200,7687,14047,62832
OPT0044,Evan Hayes,2025-08-01,Finance,Analyst,Female,38427073,46360,18544,9842,74746,5563,200,7474,13237,61509
OPT0045,Jacqueline Ellison,2025-08-01,Sales,Senior Analyst,Female,63551839,42039,16815,5727,64581,5044,200,6458,11702,52879
OPT0046,Bryan Mcgee,2025-08-01,Marketing,Analyst,Female,79467853,71697,28678,5060,105435,8603,200,10543,19346,86089
OPT0047,Lauren Grant,2025-08-01,Operations,Manager,Male,40158366,67994,27197,9477,104668,8159,200,10466,18825,85843
OPT0048,Julia Smith,2025-08-01,HR,Analyst,Male,88961459,67226,26890,8569,102685,8067,200,10268,18535,84150
OPT0049,Karen Weber,2025-08-01,Sales,Senior Analyst,Male,10965138,46313,18525,8241,73079,5557,200,7307,13064,60015
OPT0050,Jeffrey Payne,2025-08-01,HR,Manager,Male,19046318,81462,32584,6880,120926,9775,200,12092,22067,98859
OPT0051,Madison Morris,2025-08-01,HR,Analyst,Male,79008866,37365,14946,6304,58615,4483,200,5861,10544,48071
OPT0052,Lorraine Humphrey,2025-08-01,Finance,Analyst,Female,38754377,78122,31248,4963,114333,9374,200,11433,21007,93326
OPT0053,Richard Eaton,2025-08-01,Sales,Senior Analyst,Female,42614537,68973,27589,2919,99481,8276,200,9948,18424,81057
OPT0054,Mr. Christian Medina,2025-08-01,Operations,Executive,Male,22660194,67890,27156,9396,104442,8146,200,10444,18790,85652
OPT0055,Cassandra White,2025-08-01,HR,Executive,Female,66851760,69532,27812,6396,103740,8343,200,10374,18917,84823
OPT0056,Mr. James Harper,2025-08-01,Operations,Executive,Male,97705310,53503,21401,8999,83903,6420,200,8390,15010,68893
OPT0057,Latasha Solis,2025-08-01,Marketing,Manager,Male,64038913,39617,15846,7572,63035,4754,200,6303,11257,51778
OPT0058,Loretta Thomas,2025-08-01,Marketing,Analyst,Male,43374088,70217,28086,6004,104307,8426,200,10430,19056,85251
OPT0059,Robert Robinson,2025-08-01,Finance,Senior Analyst,Female,28814949,65447,26178,5649,97274,7853,200,9727,17780,79494
OPT0060,Eric Leon,2025-08-01,Operations,Senior Analyst,Female,72092888,61716,24686,3080,89482,7405,200,8948,16553,72929
OPT0061,Rebecca Gallagher,2025-08-01,Finance,Manager,Female,83863413,61936,24774,6619,93329,7432,200,9332,16964,76365
OPT0062,Jaime Abbott,2025-08-01,HR,Manager,Male,22517517,62302,24920,7511,94733,7476,200,9473,17149,77584
OPT0063,Alexander Beck,2025-08-01,Finance,Senior Analyst,Female,75181648,79400,31760,2178,113338,9528,200,11333,21061,92277
OPT0064,Edward Owens,2025-08-01,Operations,Senior Analyst,Female,17869910,32197,12878,8109,53184,3863,200,5318,9381,43803
OPT0065,Lisa Edwards,2025-08-01,Finance,Executive,Male,62401521,36786,14714,2371,53871,4414,200,5387,10001,43870
OPT0066,David Rivera,2025-08-01,IT,Executive,Female,66775103,77900,31160,2522,111582,9348,200,11158,20706,90876
OPT0067,Joshua Gordon,2025-08-01,Marketing,Associate,Female,30776478,35948,14379,9656,59983,4313,200,5998,10511,49472
OPT0068,Kaitlyn Colon,2025-08-01,Finance,Analyst,Male,17849494,62937,25174,2259,90370,7552,200,9037,16789,73581
OPT0069,James Jordan,2025-08-01,Sales,Associate,Male,52091325,43795,17518,8299,69612,5255,200,6961,12416,57196
OPT0070,Paula Walton,2025-08-01,HR,Manager,Female,77491435,74042,29616,7974,111632,8885,200,11163,20248,91384
OPT0071,Olivia Bailey,2025-08-01,Sales,Senior Analyst,Male,78159587,59548,23819,5067,88434,7145,200,8843,16188,72246
OPT0072,Melissa Matthews,2025-08-01,HR,Senior Analyst,Male,89864260,57066,22826,5674,85566,6847,200,8556,15603,69963
OPT0073,Deanna Bright,2025-08-01,HR,Senior Analyst,Female,26090908,56739,22695,5077,84511,6808,200,8451,15459,69052
OPT0074,Kerry Ramirez,2025-08-01,Sales,Senior Analyst,Male,93131979,75371,30148,9164,114683,9044,200,11468,20712,93971
OPT0075,Courtney Mendoza,2025-08-01,HR,Executive,Female,44999379,74830,29932,9047,113809,8979,200,11380,20559,93250
OPT0076,Toni Jackson,2025-08-01,Finance,Analyst,Male,45650176,43696,17478,6401,67575,5243,200,6757,12200,55375
OPT0077,Jeffrey Cochran,2025-08-01,Operations,Senior Analyst,Female,71367643,40345,16138,7962,64445,4841,200,6444,11485,52960
OPT0078,Joel Rodriguez,2025-08-01,IT,Manager,Male,71510041,32227,12890,8194,53311,3867,200,5331,9398,43913
OPT0079,Justin Conley,2025-08-01,Sales,Associate,Male,19832887,51553,20621,5792,77966,6186,200,7796,14182,63784
OPT0080,Benjamin Lawson,2025-08-01,Sales,Senior Analyst,Female,27778019,67680,27072,5474,100226,8121,200,10022,18343,81883
OPT0081,Tina Hansen,2025-08-01,IT,Manager,Male,59597086,47051,18820,4027,69898,5646,200,6989,12835,57063
OPT0082,Michael Johnson,2025-08-01,IT,Senior Analyst,Female,82909480,42166,16866,4258,63290,5059,200,6329,11588,51702
OPT0083,William Vaughan,2025-08-01,Marketing,Analyst,Male,99639081,79515,31806,8270,119591,9541,200,11959,21700,97891
OPT0084,Derrick Walls,2025-08-01,Sales,Analyst,Male,28024248,75266,30106,5434,110806,9031,200,11080,20311,90495
OPT0085,Briana Brooks,2025-08-01,IT,Manager,Male,84252420,33025,13210,3971,50206,3963,200,5020,9183,41023
OPT0086,Joshua Silva,2025-08-01,Finance,Analyst,Female,91178885,38612,15444,6865,60921,4633,200,6092,10925,49996
OPT0087,Stephen Foley,2025-08-01,Finance,Analyst,Male,95125977,71176,28470,7505,107151,8541,200,10715,19456,87695
OPT0088,Donald Wu,2025-08-01,IT,Associate,Female,43704923,35190,14076,4004,53270,4222,200,5327,9749,43521
OPT0089,David Kelley,2025-08-01,HR,Manager,Female,47135391,58362,23344,5595,87301,7003,200,8730,15933,71368
OPT0090,Ronald Wallace,2025-08-01,HR,Manager,Female,27558317,46238,18495,8179,72912,5548,200,7291,13039,59873
OPT0091,Joseph Zhang,2025-08-01,Marketing,Analyst,Male,69302158,35699,14279,3147,53125,4283,200,5312,9795,43330
OPT0092,Lori Mckinney,2025-08-01,Sales,Executive,Male,25015458,50957,20382,3918,75257,6114,200,7525,13839,61418
OPT0093,Courtney Stanley,2025-08-01,HR,Senior Analyst,Male,59555330,79940,31976,6719,118635,9592,200,11863,21655,96980
OPT0094,Jeremy Bond,2025-08-01,Sales,Associate,Male,67684996,71185,28474,8328,107987,8542,200,10798,19540,88447
OPT0095,Andrea Thompson,2025-08-01,Finance,Manager,Female,58942697,53015,21206,3940,78161,6361,200,7816,14377,63784
OPT0096,Tyler Torres,2025-08-01,HR,Analyst,Male,43491314,41388,16555,7408,65351,4966,200,6535,11701,53650
OPT0097,Beverly Gonzalez,2025-08-01,Marketing,Manager,Female,85146293,59103,23641,4461,87205,7092,200,8720,16012,71193
OPT0098,Shannon Gonzalez,2025-08-01,Operations,Associate,Male,41774346,68485,27394,9770,105649,8218,200,10564,18982,86667
OPT0099,Douglas Pitts,2025-08-01,Finance,Senior Analyst,Female,13326769,80182,32072,9467,121721,9621,200,12172,21993,99728
OPT0100,Robert Mathis,2025-08-01,Finance,Analyst,Female,99913412,76482,30592,5499,112573,9177,200,11257,20634,91939
OPT0101,Tiffany Johnson,2025-08-01,Marketing,Senior Analyst,Female,31367172,35072,14028,9965,59065,4208,200,5906,10314,48751
OPT0102,Denise Kidd,2025-08-01,Marketing,Manager,Female,15197528,74160,29664,7499,111323,8899,200,11132,20231,91092
OPT0103,Jason Bell,2025-08-01,Operations,Senior Analyst,Male,71780854,66371,26548,4611,97530,7964,200,9753,17917,79613
OPT0104,Sean Hayes,2025-08-01,IT,Analyst,Male,39920292,58755,23502,3222,85479,7050,200,8547,15797,69682
OPT0105,Samantha Cannon,2025-08-01,HR,Senior Analyst,Female,54058573,44050,17620,8180,69850,5286,200,6985,12471,57379
OPT0106,Kelsey Hardy,2025-08-01,IT,Manager,Female,57130035,47792,19116,8957,75865,5735,200,7586,13521,62344
OPT0107,Teresa Alvarado,2025-08-01,Marketing,Associate,Female,81969657,78371,31348,3182,112901,9404,200,11290,20894,92007
OPT0108,Frank Miller,2025-08-01,IT,Manager,Male,45059710,35776,14310,6607,56693,4293,200,5669,10162,46531
OPT0109,Micheal Clark,2025-08-01,Finance,Associate,Female,15134794,59296,23718,6565,89579,7115,200,8957,16272,73307
OPT0110,Perry Price,2025-08-01,HR,Associate,Female,56397338,57455,22982,3989,84426,6894,200,8442,15536,68890
OPT0111,Dr. Carol Lewis PhD,2025-08-01,Marketing,Analyst,Female,91363974,53644,21457,7297,82398,6437,200,8239,14876,67522
OPT0112,Jennifer Nelson,2025-08-01,Sales,Manager,Female,87388337,61477,24590,8939,95006,7377,200,9500,17077,77929
OPT0113,Kathryn Patel,2025-08-01,Finance,Analyst,Male,68526649,67103,26841,7935,101879,8052,200,10187,18439,83440
OPT0114,Anthony Ortiz,2025-08-01,HR,Associate,Male,58884978,35377,14150,4199,53726,4245,200,5372,9817,43909
OPT0115,Curtis Contreras,2025-08-01,Operations,Manager,Female,93638503,71647,28658,6939,107244,8597,200,10724,19521,87723
OPT0116,John Crawford,2025-08-01,IT,Manager,Female,78064830,36769,14707,3541,55017,4412,200,5501,10113,44904
OPT0117,Christopher Drake,2025-08-01,IT,Executive,Female,64009265,70507,28202,7933,106642,8460,200,10664,19324,87318
OPT0118,Nancy Walker,2025-08-01,Marketing,Analyst,Male,35748341,46222,18488,5927,70637,5546,200,7063,12809,57828
OPT0119,Patricia Joseph,2025-08-01,Operations,Executive,Male,92613013,53821,21528,4483,79832,6458,200,7983,14641,65191
OPT0120,Angela Hall,2025-08-01,Sales,Analyst,Female,83542887,33004,13201,3735,49940,3960,200,4994,9154,40786
OPT0121,Nicholas Payne,2025-08-01,HR,Analyst,Female,38210242,80593,32237,2961,115791,9671,200,11579,21450,94341
OPT0122,Daryl Acosta,2025-08-01,Operations,Associate,Female,72409658,81435,32574,5923,119932,9772,200,11993,21965,97967
OPT0123,Mary Smith,2025-08-01,Operations,Executive,Male,78608612,77588,31035,6951,115574,9310,200,11557,21067,94507
OPT0124,Jeremy Shaw,2025-08-01,Operations,Senior Analyst,Male,48089166,57993,23197,9496,90686,6959,200,9068,16227,74459
OPT0125,Joshua Smith,2025-08-01,Sales,Associate,Female,22534217,53077,21230,8353,82660,6369,200,8266,14835,67825
OPT0126,Erica Pennington,2025-08-01,Finance,Analyst,Male,36726767,62556,25022,6371,93949,7506,200,9394,17100,76849
OPT0127,John Roberts,2025-08-01,Finance,Manager,Male,42862209,52212,20884,4142,77238,6265,200,7723,14188,63050
OPT0128,Kimberly Lloyd,2025-08-01,Operations,Associate,Male,71124923,64589,25835,5817,96241,7750,200,9624,17574,78667
OPT0129,Kelsey Elliott,2025-08-01,Operations,Associate,Male,61536717,79344,31737,5846,116927,9521,200,11692,21413,95514
OPT0130,Allison Pacheco,2025-08-01,Operations,Executive,Male,29806690,52986,21194,9490,83670,6358,200,8367,14925,68745
OPT0131,Theodore Sullivan,2025-08-01,Marketing,Manager,Male,67062156,52507,21002,5390,78899,6300,200,7889,14389,64510
OPT0132,Peter Brown,2025-08-01,Finance,Senior Analyst,Female,16740197,46501,18600,8072,73173,5580,200,7317,13097,60076
OPT0133,Michael Price,2025-08-01,Sales,Senior Analyst,Male,71265269,49090,19636,6532,75258,5890,200,7525,13615,61643
OPT0134,Kelly Fitzpatrick,2025-08-01,Finance,Executive,Female,69401199,69954,27981,7898,105833,8394,200,10583,19177,86656
OPT0135,Rita Farley,2025-08-01,Sales,Associate,Female,83534128,41988,16795,3607,62390,5038,200,6239,11477,50913
OPT0136,Rebecca Olsen,2025-08-01,Operations,Senior Analyst,Female,70407340,56893,22757,6667,86317,6827,200,8631,15658,70659
OPT0137,Craig Wood,2025-08-01,IT,Senior Analyst,Female,79967676,64722,25888,6510,97120,7766,200,9712,17678,79442
OPT0138,Amber Moore,2025-08-01,Operations,Senior Analyst,Female,69038700,76882,30752,4765,112399,9225,200,11239,20664,91735
OPT0139,Mark Moore,2025-08-01,HR,Analyst,Male,46468984,64022,25608,9917,99547,7682,200,9954,17836,81711
OPT0140,Virginia Porter,2025-08-01,IT,Analyst,Male,28572252,80470,32188,6018,118676,9656,200,11867,21723,96953
OPT0141,Duane Brown,2025-08-01,Finance,Senior Analyst,Female,30509175,80022,32008,8512,120542,9602,200,12054,21856,98686
OPT0142,Lori Cummings,2025-08-01,Marketing,Senior Analyst,Male,65682626,41172,16468,7900,65540,4940,200,6554,11694,53846
OPT0143,Hunter Mendez,2025-08-01,Operations,Analyst,Female,65804273,44061,17624,9511,71196,5287,200,7119,12606,58590
OPT0144,Nancy Sharp,2025-08-01,HR,Senior Analyst,Female,62274692,74061,29624,9841,113526,8887,200,11352,20439,93087
OPT0145,Patrick Woodward,2025-08-01,Sales,Manager,Female,74019136,34216,13686,8873,56775,4105,200,5677,9982,46793
OPT0146,Johnathan Rush,2025-08-01,HR,Analyst,Female,62343121,75792,30316,2397,108505,9095,200,10850,20145,88360
OPT0147,Rebecca Miller,2025-08-01,Operations,Associate,Male,75529051,59026,23610,3126,85762,7083,200,8576,15859,69903
OPT0148,Kimberly Lee,2025-08-01,Finance,Analyst,Female,75181765,47167,18866,2556,68589,5660,200,6858,12718,55871
OPT0149,Monica Patterson,2025-08-01,HR,Executive,Female,99774697,32599,13039,3791,49429,3911,200,4942,9053,40376
OPT0150,Catherine Hanna,2025-08-01,Marketing,Executive,Male,72732043,56458,22583,2495,81536,6774,200,8153,15127,66409
