Employee_ID,Employee_Name,Pay_Period_Date,Department,Designation,Gender,Cost_Center,Basic_Salary,HRA,Performance_Bonus,Total_Earnings,Provident_Fund,Professional_Tax,Income_Tax,Total_Deductions,Net_Pay
OPT0016,Tiffany Alvarez,2025-04-01,Finance,Manager,Female,47308985,44284,17713,5809,67806,5314,200,6780,12294,55512
OPT0017,Kimberly Jones,2025-04-01,Operations,Analyst,Male,59684848,54175,21670,3374,79219,6501,200,7921,14622,64597
OPT0018,Melissa Gilbert,2025-04-01,IT,Senior Analyst,Female,96977837,79016,31606,7884,118506,9481,200,11850,21531,96975
OPT0019,Rachel Warner,2025-04-01,HR,Associate,Male,81691040,40732,16292,9902,66926,4887,200,6692,11779,55147
OPT0020,Matthew Freeman,2025-04-01,Marketing,Senior Analyst,Male,72043515,67924,27169,2210,97303,8150,200,9730,18080,79223
OPT0021,Dylan Williams,2025-04-01,Operations,Analyst,Male,53524491,67735,27094,7548,102377,8128,200,10237,18565,83812
OPT0022,Karen Johnson,2025-04-01,HR,Senior Analyst,Male,52339391,54596,21838,5249,81683,6551,200,8168,14919,66764
OPT0023,Nicholas Gonzales,2025-04-01,Operations,Analyst,Male,38317637,42997,17198,2622,62817,5159,200,6281,11640,51177
OPT0024,Nicholas Ibarra,2025-04-01,Sales,Analyst,Male,97971488,71106,28442,3989,103537,8532,200,10353,19085,84452
OPT0025,Barbara Torres,2025-04-01,Operations,Executive,Female,29175900,49764,19905,8965,78634,5971,200,7863,14034,64600
OPT0026,Kerry Martin,2025-04-01,IT,Senior Analyst,Male,85345555,37933,15173,8522,61628,4551,200,6162,10913,50715
OPT0027,Stephen Allen,2025-04-01,Sales,Analyst,Female,88320463,32691,13076,4844,50611,3922,200,5061,9183,41428
OPT0028,Christian Hicks,2025-04-01,Operations,Analyst,Male,28566572,73353,29341,5035,107729,8802,200,10772,19774,87955
OPT0029,Adam Hernandez,2025-04-01,Sales,Executive,Male,16323852,72437,28974,77528,178939,8692,200,17893,26785,152154
OPT0030,Amber Vega,2025-04-01,HR,Senior Analyst,Male,66661351,62125,24850,2864,89839,7455,200,8983,16638,73201
OPT0031,Angela Cooper,2025-04-01,Sales,Manager,Female,61220073,53736,21494,7206,82436,6448,200,8243,14891,67545
OPT0032,Regina Butler,2025-04-01,Sales,Executive,Female,84252722,60129,24051,7794,91974,7215,200,9197,16612,75362
OPT0033,Joseph Martinez,2025-04-01,HR,Manager,Female,96028436,41543,16617,8011,66171,4985,200,6617,11802,54369
OPT0034,Morgan Stevenson,2025-04-01,IT,Manager,Female,68353204,72628,29051,4212,105891,8715,200,10589,19504,86387
OPT0035,Joseph Jenkins,2025-04-01,Finance,Executive,Male,45351479,65269,26107,8345,99721,7832,200,9972,18004,81717
OPT0036,David Clark,2025-04-01,Sales,Senior Analyst,Male,93926371,58545,23418,8764,90727,7025,200,9072,16297,74430
OPT0037,Michelle Newman,2025-04-01,IT,Associate,Male,30513739,47589,19035,4640,71264,5710,200,7126,13036,58228
OPT0038,Douglas Mills MD,2025-04-01,IT,Senior Analyst,Male,90388981,35679,14271,4284,54234,4281,200,5423,9904,44330
OPT0039,Marc Jones,2025-04-01,IT,Executive,Male,25014631,45981,18392,8147,72520,5517,200,7252,12969,59551
OPT0040,Jeremy Lucas,2025-04-01,IT,Analyst,Male,17774584,69998,27999,7473,105470,8399,200,10547,19146,86324
OPT0041,Meghan Craig,2025-04-01,Finance,Associate,Male,21496211,31880,12752,6049,50681,3825,200,5068,9093,41588
OPT0042,Kevin Wilson,2025-04-01,Marketing,Executive,Male,81498611,41917,16766,5994,64677,5030,200,6467,11697,52980
OPT0043,Aaron Humphrey,2025-04-01,Finance,Senior Analyst,Female,83793389,46931,18772,4788,70491,5631,200,7049,12880,57611
OPT0044,Evan Hayes,2025-04-01,Finance,Analyst,Female,38427073,69069,27627,7744,104440,8288,200,10444,18932,85508
OPT0045,Jacqueline Ellison,2025-04-01,Sales,Senior Analyst,Female,63551839,66424,26569,2083,95076,7970,200,9507,17677,77399
OPT0046,Bryan Mcgee,2025-04-01,Marketing,Analyst,Female,79467853,42521,17008,2701,62230,5102,200,6223,11525,50705
OPT0047,Lauren Grant,2025-04-01,Operations,Manager,Male,40158366,56635,22654,6002,85291,6796,200,8529,15525,69766
OPT0048,Julia Smith,2025-04-01,HR,Analyst,Male,88961459,45749,18299,7657,71705,5489,200,7170,12859,58846
OPT0049,Karen Weber,2025-04-01,Sales,Senior Analyst,Male,10965138,76651,30660,6020,113331,9198,200,11333,20731,92600
OPT0050,Jeffrey Payne,2025-04-01,HR,Manager,Male,19046318,31130,12452,2762,46344,3735,200,4634,8569,37775
OPT0051,Madison Morris,2025-04-01,HR,Analyst,Male,79008866,56502,22600,7667,86769,6780,200,8676,15656,71113
OPT0052,Lorraine Humphrey,2025-04-01,Finance,Analyst,Female,38754377,73513,29405,6764,109682,8821,200,10968,19989,89693
OPT0053,Richard Eaton,2025-04-01,Sales,Senior Analyst,Female,42614537,66272,26508,6349,99129,7952,200,9912,18064,81065
OPT0054,Mr. Christian Medina,2025-04-01,Operations,Executive,Male,22660194,78885,31554,6508,116947,9466,200,11694,21360,95587
OPT0055,Cassandra White,2025-04-01,HR,Executive,Female,66851760,76062,30424,5717,112203,9127,200,11220,20547,91656
OPT0056,Mr. James Harper,2025-04-01,Operations,Executive,Male,97705310,46475,18590,3888,68953,5577,200,6895,12672,56281
OPT0057,Latasha Solis,2025-04-01,Marketing,Manager,Male,64038913,42621,17048,4584,64253,5114,200,6425,11739,52514
OPT0058,Loretta Thomas,2025-04-01,Marketing,Analyst,Male,43374088,65118,26047,9789,100954,7814,200,10095,18109,82845
OPT0059,Robert Robinson,2025-04-01,Finance,Senior Analyst,Female,28814949,42133,16853,3569,62555,5055,200,6255,11510,51045
OPT0060,Eric Leon,2025-04-01,Operations,Senior Analyst,Female,72092888,61732,24692,4265,90689,7407,200,9068,16675,74014
OPT0061,Rebecca Gallagher,2025-04-01,Finance,Manager,Female,83863413,79820,31928,6297,118045,9578,200,11804,21582,96463
OPT0062,Jaime Abbott,2025-04-01,HR,Manager,Male,22517517,36588,14635,8820,60043,4390,200,6004,10594,49449
OPT0063,Alexander Beck,2025-04-01,Finance,Senior Analyst,Female,75181648,44908,17963,4956,67827,5388,200,6782,12370,55457
OPT0064,Edward Owens,2025-04-01,Operations,Senior Analyst,Female,17869910,30927,12370,7800,51097,3711,200,5109,9020,42077
OPT0065,Lisa Edwards,2025-04-01,Finance,Executive,Male,62401521,47977,19190,2372,69539,5757,200,6953,12910,56629
OPT0066,David Rivera,2025-04-01,IT,Executive,Female,66775103,66264,26505,4393,97162,7951,200,9716,17867,79295
OPT0067,Joshua Gordon,2025-04-01,Marketing,Associate,Female,30776478,38275,15310,7225,60810,4593,200,6081,10874,49936
OPT0068,Kaitlyn Colon,2025-04-01,Finance,Analyst,Male,17849494,62170,24868,2840,89878,7460,200,8987,16647,73231
OPT0069,James Jordan,2025-04-01,Sales,Associate,Male,52091325,67621,27048,4329,98998,8114,200,9899,18213,80785
OPT0070,Paula Walton,2025-04-01,HR,Manager,Female,77491435,58866,23546,4791,87203,7063,200,8720,15983,71220
OPT0071,Olivia Bailey,2025-04-01,Sales,Senior Analyst,Male,78159587,33367,13346,4068,50781,4004,200,5078,9282,41499
OPT0072,Melissa Matthews,2025-04-01,HR,Senior Analyst,Male,89864260,61308,24523,2934,88765,7356,200,8876,16432,72333
OPT0073,Deanna Bright,2025-04-01,HR,Senior Analyst,Female,26090908,56260,22504,6028,84792,6751,200,8479,15430,69362
OPT0074,Kerry Ramirez,2025-04-01,Sales,Senior Analyst,Male,93131979,71251,28500,7623,107374,8550,200,10737,19487,87887
OPT0075,Courtney Mendoza,2025-04-01,HR,Executive,Female,44999379,39777,15910,8644,64331,4773,200,6433,11406,52925
OPT0076,Toni Jackson,2025-04-01,Finance,Analyst,Male,45650176,49912,19964,2697,72573,5989,200,7257,13446,59127
OPT0077,Jeffrey Cochran,2025-04-01,Operations,Senior Analyst,Female,71367643,37762,15104,6571,59437,4531,200,5943,10674,48763
OPT0078,Joel Rodriguez,2025-04-01,IT,Manager,Male,71510041,69735,27894,6883,104512,8368,200,10451,19019,85493
OPT0079,Justin Conley,2025-04-01,Sales,Associate,Male,19832887,44790,17916,8354,71060,5374,200,7106,12680,58380
OPT0080,Benjamin Lawson,2025-04-01,Sales,Senior Analyst,Female,27778019,59524,23809,9442,92775,7142,200,9277,16619,76156
OPT0081,Tina Hansen,2025-04-01,IT,Manager,Male,59597086,68569,27427,5512,101508,8228,200,10150,18578,82930
OPT0082,Michael Johnson,2025-04-01,IT,Senior Analyst,Female,82909480,70699,28279,2493,101471,8483,200,10147,18830,82641
OPT0083,William Vaughan,2025-04-01,Marketing,Analyst,Male,99639081,78502,31400,2812,112714,9420,200,11271,20891,91823
OPT0084,Derrick Walls,2025-04-01,Sales,Analyst,Male,28024248,43617,17446,7124,68187,5234,200,6818,12252,55935
OPT0085,Briana Brooks,2025-04-01,IT,Manager,Male,84252420,73281,29312,2665,105258,8793,200,10525,19518,85740
OPT0086,Joshua Silva,2025-04-01,Finance,Analyst,Female,91178885,41391,16556,6521,64468,4966,200,6446,11612,52856
OPT0087,Stephen Foley,2025-04-01,Finance,Analyst,Male,95125977,30175,12070,5346,47591,3621,200,4759,8580,39011
OPT0088,Donald Wu,2025-04-01,IT,Associate,Female,43704923,68916,27566,5849,102331,8269,200,10233,18702,83629
OPT0089,David Kelley,2025-04-01,HR,Manager,Female,47135391,45170,18068,4360,67598,5420,200,6759,12379,55219
OPT0090,Ronald Wallace,2025-04-01,HR,Manager,Female,27558317,76070,30428,9041,115539,9128,200,11553,20881,94658
OPT0091,Joseph Zhang,2025-04-01,Marketing,Analyst,Male,69302158,75048,30019,3912,108979,9005,200,10897,20102,88877
OPT0092,Lori Mckinney,2025-04-01,Sales,Executive,Male,25015458,70963,28385,6831,106179,8515,200,10617,19332,86847
OPT0093,Courtney Stanley,2025-04-01,HR,Senior Analyst,Male,59555330,42964,17185,5482,65631,5155,200,6563,11918,53713
OPT0094,Jeremy Bond,2025-04-01,Sales,Associate,Male,67684996,44733,17893,7305,69931,5367,200,6993,12560,57371
OPT0095,Andrea Thompson,2025-04-01,Finance,Manager,Female,58942697,47408,18963,8771,75142,5688,200,7514,13402,61740
OPT0096,Tyler Torres,2025-04-01,HR,Analyst,Male,43491314,33908,13563,3359,50830,4068,200,5083,9351,41479
OPT0097,Beverly Gonzalez,2025-04-01,Marketing,Manager,Female,85146293,68996,27598,8135,104729,8279,200,10472,18951,85778
OPT0098,Shannon Gonzalez,2025-04-01,Operations,Associate,Male,41774346,48914,19565,5597,74076,5869,200,7407,13476,60600
OPT0099,Douglas Pitts,2025-04-01,Finance,Senior Analyst,Female,13326769,75133,30053,4491,109677,9015,200,10967,20182,89495
OPT0100,Robert Mathis,2025-04-01,Finance,Analyst,Female,99913412,47841,19136,6099,73076,5740,200,7307,13247,59829
OPT0101,Tiffany Johnson,2025-04-01,Marketing,Senior Analyst,Female,31367172,58688,23475,2658,84821,7042,200,8482,15724,69097
OPT0102,Denise Kidd,2025-04-01,Marketing,Manager,Female,15197528,58313,23325,8017,89655,6997,200,8965,16162,73493
OPT0103,Jason Bell,2025-04-01,Operations,Senior Analyst,Male,71780854,46408,18563,2211,67182,5568,200,6718,12486,54696
OPT0104,Sean Hayes,2025-04-01,IT,Analyst,Male,39920292,74190,29676,8848,112714,8902,200,11271,20373,92341
OPT0105,Samantha Cannon,2025-04-01,HR,Senior Analyst,Female,54058573,68477,27390,9788,105655,8217,200,10565,18982,86673
OPT0106,Kelsey Hardy,2025-04-01,IT,Manager,Female,57130035,74058,29623,8729,112410,8886,200,11241,20327,92083
OPT0107,Teresa Alvarado,2025-04-01,Marketing,Associate,Female,81969657,32636,13054,8251,53941,3916,200,5394,9510,44431
OPT0108,Frank Miller,2025-04-01,IT,Manager,Male,45059710,60834,24333,6251,91418,7300,200,9141,16641,74777
OPT0109,Micheal Clark,2025-04-01,Finance,Associate,Female,15134794,48229,19291,3486,71006,5787,200,7100,13087,57919
OPT0110,Perry Price,2025-04-01,HR,Associate,Female,56397338,58566,23426,7200,89192,7027,200,8919,16146,73046
OPT0111,Dr. Carol Lewis PhD,2025-04-01,Marketing,Analyst,Female,91363974,35979,14391,5850,56220,4317,200,5622,10139,46081
OPT0112,Jennifer Nelson,2025-04-01,Sales,Manager,Female,87388337,51843,20737,4630,77210,6221,200,7721,14142,63068
OPT0113,Kathryn Patel,2025-04-01,Finance,Analyst,Male,68526649,40539,16215,4701,61455,4864,200,6145,11209,50246
OPT0114,Anthony Ortiz,2025-04-01,HR,Associate,Male,58884978,62471,24988,4361,91820,7496,200,9182,16878,74942
OPT0115,Curtis Contreras,2025-04-01,Operations,Manager,Female,93638503,56244,22497,8664,87405,6749,200,8740,15689,71716
OPT0116,John Crawford,2025-04-01,IT,Manager,Female,78064830,32404,12961,5725,51090,3888,200,5109,9197,41893
OPT0117,Christopher Drake,2025-04-01,IT,Executive,Female,64009265,46541,18616,4648,69805,5584,200,6980,12764,57041
OPT0118,Nancy Walker,2025-04-01,Marketing,Analyst,Male,35748341,56488,22595,9085,88168,6778,200,8816,15794,72374
OPT0119,Patricia Joseph,2025-04-01,Operations,Executive,Male,92613013,30075,12030,7387,49492,3609,200,4949,8758,40734
OPT0120,Angela Hall,2025-04-01,Sales,Analyst,Female,83542887,60276,24110,5385,89771,7233,200,8977,16410,73361
OPT0121,Nicholas Payne,2025-04-01,HR,Analyst,Female,38210242,63976,25590,4963,94529,7677,200,9452,17329,77200
OPT0122,Daryl Acosta,2025-04-01,Operations,Associate,Female,72409658,62669,25067,7123,94859,7520,200,9485,17205,77654
OPT0123,Mary Smith,2025-04-01,Operations,Executive,Male,78608612,33382,13352,3667,50401,4005,200,5040,9245,41156
OPT0124,Jeremy Shaw,2025-04-01,Operations,Senior Analyst,Male,48089166,38586,15434,9599,63619,4630,200,6361,11191,52428
OPT0125,Joshua Smith,2025-04-01,Sales,Associate,Female,22534217,75760,30304,5970,112034,9091,200,11203,20494,91540
OPT0126,Erica Pennington,2025-04-01,Finance,Analyst,Male,36726767,71289,28515,6987,106791,8554,200,10679,19433,87358
OPT0127,John Roberts,2025-04-01,Finance,Manager,Male,42862209,76516,30606,3297,110419,9181,200,11041,20422,89997
OPT0128,Kimberly Lloyd,2025-04-01,Operations,Associate,Male,71124923,30896,12358,6524,49778,3707,200,4977,8884,40894
OPT0129,Kelsey Elliott,2025-04-01,Operations,Associate,Male,61536717,44725,17890,8892,71507,5367,200,7150,12717,58790
OPT0130,Allison Pacheco,2025-04-01,Operations,Executive,Male,29806690,60241,24096,9758,94095,7228,200,9409,16837,77258
OPT0131,Theodore Sullivan,2025-04-01,Marketing,Manager,Male,67062156,40090,16036,6082,62208,4810,200,6220,11230,50978
OPT0132,Peter Brown,2025-04-01,Finance,Senior Analyst,Female,16740197,49127,19650,6168,74945,5895,200,7494,13589,61356
OPT0133,Michael Price,2025-04-01,Sales,Senior Analyst,Male,71265269,57229,22891,8838,88958,6867,200,8895,15962,72996
OPT0134,Kelly Fitzpatrick,2025-04-01,Finance,Executive,Female,69401199,60947,24378,3996,89321,7313,200,8932,16445,72876
OPT0135,Rita Farley,2025-04-01,Sales,Associate,Female,83534128,39479,15791,5142,60412,4737,200,6041,10978,49434
OPT0136,Rebecca Olsen,2025-04-01,Operations,Senior Analyst,Female,70407340,69280,27712,6163,103155,8313,200,10315,18828,84327
OPT0137,Craig Wood,2025-04-01,IT,Senior Analyst,Female,79967676,38946,15578,9078,63602,4673,200,6360,11233,52369
OPT0138,Amber Moore,2025-04-01,Operations,Senior Analyst,Female,69038700,57193,22877,4784,84854,6863,200,8485,15548,69306
OPT0139,Mark Moore,2025-04-01,HR,Analyst,Male,46468984,63275,25310,4188,92773,7593,200,9277,17070,75703
OPT0140,Virginia Porter,2025-04-01,IT,Analyst,Male,28572252,48536,19414,7947,75897,5824,200,7589,13613,62284
OPT0141,Duane Brown,2025-04-01,Finance,Senior Analyst,Female,30509175,68465,27386,6750,102601,8215,200,10260,18675,83926
OPT0142,Lori Cummings,2025-04-01,Marketing,Senior Analyst,Male,65682626,62089,24835,9088,96012,7450,200,9601,17251,78761
OPT0143,Hunter Mendez,2025-04-01,Operations,Analyst,Female,65804273,65296,26118,5967,97381,7835,200,9738,17773,79608
OPT0144,Nancy Sharp,2025-04-01,HR,Senior Analyst,Female,62274692,66170,26468,8249,100887,7940,200,10088,18228,82659
OPT0145,Patrick Woodward,2025-04-01,Sales,Manager,Female,74019136,59841,23936,9641,93418,7180,200,9341,16721,76697
OPT0146,Johnathan Rush,2025-04-01,HR,Analyst,Female,62343121,42363,16945,7713,67021,5083,200,6702,11985,55036
OPT0147,Rebecca Miller,2025-04-01,Operations,Associate,Male,75529051,55098,22039,3913,81050,6611,200,8105,14916,66134
OPT0148,Kimberly Lee,2025-04-01,Finance,Analyst,Female,75181765,56920,22768,2357,82045,6830,200,8204,15234,66811
OPT0149,Monica Patterson,2025-04-01,HR,Executive,Female,99774697,60996,24398,7777,93171,7319,200,9317,16836,76335
OPT0150,Catherine Hanna,2025-04-01,Marketing,Executive,Male,72732043,54984,21993,5162,82139,6598,200,8213,15011,67128
