Employee_ID,Employee_Name,Pay_Period_Date,Department,Designation,Gender,Cost_Center,Basic_Salary,HRA,Performance_Bonus,Total_Earnings,Provident_Fund,Professional_Tax,Income_Tax,Total_Deductions,Net_Pay
OPT0015,Alexander Keller,2025-09-01,HR,Senior Analyst,Female,20709497,37783,15113,7355,60251,4533,200,6025,10758,49493
OPT0016,Tiffany Alvarez,2025-09-01,Finance,Manager,Female,47308985,75091,30036,8222,113349,9010,200,11334,20544,92805
OPT0017,Kimberly Jones,2025-09-01,Operations,Analyst,Male,59684848,59060,23624,5106,87790,7087,200,8779,16066,71724
OPT0018,Melissa Gilbert,2025-09-01,IT,Senior Analyst,Female,96977837,63695,25478,2459,91632,7643,200,9163,17006,74626
OPT0019,Rachel Warner,2025-09-01,HR,Associate,Male,81691040,78561,31424,3403,113388,9427,200,11338,20965,92423
OPT0020,Matthew Freeman,2025-09-01,Marketing,Senior Analyst,Male,72043515,60936,24374,7283,92593,7312,200,9259,16771,75822
OPT0021,Dylan Williams,2025-09-01,Operations,Analyst,Male,53524491,69583,27833,9028,106444,8349,200,10644,19193,87251
OPT0022,Karen Johnson,2025-09-01,HR,Senior Analyst,Male,52339391,67113,26845,9529,103487,8053,200,10348,18601,84886
OPT0023,Nicholas Gonzales,2025-09-01,Operations,Analyst,Male,38317637,46355,18542,9383,74280,5562,200,7428,13190,61090
OPT0024,Nicholas Ibarra,2025-09-01,Sales,Analyst,Male,97971488,69644,27857,5895,103396,8357,200,10339,18896,84500
OPT0025,Barbara Torres,2025-09-01,Operations,Executive,Female,29175900,37372,14948,7606,59926,4484,200,5992,10676,49250
OPT0026,Kerry Martin,2025-09-01,IT,Senior Analyst,Male,85345555,68088,27235,6616,101939,8170,200,10193,18563,83376
OPT0027,Stephen Allen,2025-09-01,Sales,Analyst,Female,88320463,44254,17701,9608,71563,5310,200,7156,12666,58897
OPT0028,Christian Hicks,2025-09-01,Operations,Analyst,Male,28566572,33526,13410,9876,56812,4023,200,5681,9904,46908
OPT0029,Adam Hernandez,2025-09-01,Sales,Executive,Male,16323852,41949,16779,8162,66890,5033,200,6689,11922,54968
OPT0030,Amber Vega,2025-09-01,HR,Senior Analyst,Male,66661351,58602,23440,9609,91651,7032,200,9165,16397,75254
OPT0031,Angela Cooper,2025-09-01,Sales,Manager,Female,61220073,43146,17258,6619,67023,5177,200,6702,12079,54944
OPT0032,Regina Butler,2025-09-01,Sales,Executive,Female,84252722,58003,23201,7546,88750,6960,200,8875,16035,72715
OPT0033,Joseph Martinez,2025-09-01,HR,Manager,Female,96028436,54240,21696,5144,81080,6508,200,8108,14816,66264
OPT0034,Morgan Stevenson,2025-09-01,IT,Manager,Female,68353204,41671,16668,8475,66814,5000,200,6681,11881,54933
OPT0035,Joseph Jenkins,2025-09-01,Finance,Executive,Male,45351479,79958,31983,2642,114583,9594,200,11458,21252,93331
OPT0036,David Clark,2025-09-01,Sales,Senior Analyst,Male,93926371,55166,22066,2439,79671,6619,200,7967,14786,64885
OPT0037,Michelle Newman,2025-09-01,IT,Associate,Male,30513739,47713,19085,8870,75668,5725,200,7566,13491,62177
OPT0038,Douglas Mills MD,2025-09-01,IT,Senior Analyst,Male,90388981,72160,28864,8299,109323,8659,200,10932,19791,89532
OPT0039,Marc Jones,2025-09-01,IT,Executive,Male,25014631,71533,28613,5249,105395,8583,200,10539,19322,86073
OPT0040,Jeremy Lucas,2025-09-01,IT,Analyst,Male,17774584,53889,21555,2242,77686,6466,200,7768,14434,63252
OPT0041,Meghan Craig,2025-09-01,Finance,Associate,Male,21496211,62027,24810,6019,92856,7443,200,9285,16928,75928
OPT0042,Kevin Wilson,2025-09-01,Marketing,Executive,Male,81498611,68743,27497,9709,105949,8249,200,10594,19043,86906
OPT0043,Aaron Humphrey,2025-09-01,Finance,Senior Analyst,Female,83793389,44672,17868,7568,70108,5360,200,7010,12570,57538
OPT0044,Evan Hayes,2025-09-01,Finance,Analyst,Female,38427073,57408,22963,2702,83073,6888,200,8307,15395,67678
OPT0045,Jacqueline Ellison,2025-09-01,Sales,Senior Analyst,Female,63551839,51857,20742,8537,81136,6222,200,8113,14535,66601
OPT0046,Bryan Mcgee,2025-09-01,Marketing,Analyst,Female,79467853,37317,14926,2672,54915,4478,200,5491,10169,44746
OPT0047,Lauren Grant,2025-09-01,Operations,Manager,Male,40158366,57403,22961,7830,88194,6888,200,8819,15907,72287
OPT0048,Julia Smith,2025-09-01,HR,Analyst,Male,88961459,42610,17044,8059,67713,5113,200,6771,12084,55629
OPT0049,Karen Weber,2025-09-01,Sales,Senior Analyst,Male,10965138,56138,22455,2872,81465,6736,200,8146,15082,66383
OPT0050,Jeffrey Payne,2025-09-01,HR,Manager,Male,19046318,52702,21080,5643,79425,6324,200,7942,14466,64959
OPT0051,Madison Morris,2025-09-01,HR,Analyst,Male,79008866,50179,20071,2837,73087,6021,200,7308,13529,59558
OPT0052,Lorraine Humphrey,2025-09-01,Finance,Analyst,Female,38754377,44780,17912,5530,68222,5373,200,6822,12395,55827
OPT0053,Richard Eaton,2025-09-01,Sales,Senior Analyst,Female,42614537,68855,27542,6197,102594,8262,200,10259,18721,83873
OPT0054,Mr. Christian Medina,2025-09-01,Operations,Executive,Male,22660194,34221,13688,2734,50643,4106,200,5064,9370,41273
OPT0055,Cassandra White,2025-09-01,HR,Executive,Female,66851760,38599,15439,6890,60928,4631,200,6092,10923,50005
OPT0056,Mr. James Harper,2025-09-01,Operations,Executive,Male,97705310,53761,21504,9075,84340,6451,200,8434,15085,69255
OPT0057,Latasha Solis,2025-09-01,Marketing,Manager,Male,64038913,51626,20650,5389,77665,6195,200,7766,14161,63504
OPT0058,Loretta Thomas,2025-09-01,Marketing,Analyst,Male,43374088,38050,15220,7937,61207,4566,200,6120,10886,50321
OPT0059,Robert Robinson,2025-09-01,Finance,Senior Analyst,Female,28814949,48408,19363,6685,74456,5808,200,7445,13453,61003
OPT0060,Eric Leon,2025-09-01,Operations,Senior Analyst,Female,72092888,77412,30964,5118,113494,9289,200,11349,20838,92656
OPT0061,Rebecca Gallagher,2025-09-01,Finance,Manager,Female,83863413,50123,20049,4466,74638,6014,200,7463,13677,60961
OPT0062,Jaime Abbott,2025-09-01,HR,Manager,Male,22517517,42063,16825,2518,61406,5047,200,6140,11387,50019
OPT0063,Alexander Beck,2025-09-01,Finance,Senior Analyst,Female,75181648,50585,20234,5449,76268,6070,200,7626,13896,62372
OPT0064,Edward Owens,2025-09-01,Operations,Senior Analyst,Female,17869910,37541,15016,4958,57515,4504,200,5751,10455,47060
OPT0065,Lisa Edwards,2025-09-01,Finance,Executive,Male,62401521,48660,19464,7905,76029,5839,200,7602,13641,62388
OPT0066,David Rivera,2025-09-01,IT,Executive,Female,66775103,71415,28566,7051,107032,8569,200,10703,19472,87560
OPT0067,Joshua Gordon,2025-09-01,Marketing,Associate,Female,30776478,39510,15804,3109,58423,4741,200,5842,10783,47640
OPT0068,Kaitlyn Colon,2025-09-01,Finance,Analyst,Male,17849494,58432,23372,4721,86525,7011,200,8652,15863,70662
OPT0069,James Jordan,2025-09-01,Sales,Associate,Male,52091325,57396,22958,8586,88940,6887,200,8894,15981,72959
OPT0070,Paula Walton,2025-09-01,HR,Manager,Female,77491435,61350,24540,4742,90632,7362,200,9063,16625,74007
OPT0071,Olivia Bailey,2025-09-01,Sales,Senior Analyst,Male,78159587,75166,30066,9980,115212,9019,200,11521,20740,94472
OPT0072,Melissa Matthews,2025-09-01,HR,Senior Analyst,Male,89864260,52189,20875,4626,77690,6262,200,7769,14231,63459
OPT0073,Deanna Bright,2025-09-01,HR,Senior Analyst,Female,26090908,78066,31226,3645,112937,9367,200,11293,20860,92077
OPT0074,Kerry Ramirez,2025-09-01,Sales,Senior Analyst,Male,93131979,44141,17656,9901,71698,5296,200,7169,12665,59033
OPT0075,Courtney Mendoza,2025-09-01,HR,Executive,Female,44999379,53415,21366,4387,79168,6409,200,7916,14525,64643
OPT0076,Toni Jackson,2025-09-01,Finance,Analyst,Male,45650176,73977,29590,6022,109589,8877,200,10958,20035,89554
OPT0077,Jeffrey Cochran,2025-09-01,Operations,Senior Analyst,Female,71367643,48387,19354,4669,72410,5806,200,7241,13247,59163
OPT0078,Joel Rodriguez,2025-09-01,IT,Manager,Male,71510041,58251,23300,4990,86541,6990,200,8654,15844,70697
OPT0079,Justin Conley,2025-09-01,Sales,Associate,Male,19832887,69452,27780,3636,100868,8334,200,10086,18620,82248
OPT0080,Benjamin Lawson,2025-09-01,Sales,Senior Analyst,Female,27778019,68258,27303,3473,99034,8190,200,9903,18293,80741
OPT0081,Tina Hansen,2025-09-01,IT,Manager,Male,59597086,68551,27420,2220,98191,8226,200,9819,18245,79946
OPT0082,Michael Johnson,2025-09-01,IT,Senior Analyst,Female,82909480,62752,25100,9724,97576,7530,200,9757,17487,80089
OPT0083,William Vaughan,2025-09-01,Marketing,Analyst,Male,99639081,61234,24493,8534,94261,7348,200,9426,16974,77287
OPT0084,Derrick Walls,2025-09-01,Sales,Analyst,Male,28024248,77905,31162,2566,111633,9348,200,11163,20711,90922
OPT0085,Briana Brooks,2025-09-01,IT,Manager,Male,84252420,59313,23725,7513,90551,7117,200,9055,16372,74179
OPT0086,Joshua Silva,2025-09-01,Finance,Analyst,Female,91178885,74006,29602,4480,108088,8880,200,10808,19888,88200
OPT0087,Stephen Foley,2025-09-01,Finance,Analyst,Male,95125977,75666,30266,3262,109194,9079,200,10919,20198,88996
OPT0088,Donald Wu,2025-09-01,IT,Associate,Female,43704923,57206,22882,2605,82693,6864,200,8269,15333,67360
OPT0089,David Kelley,2025-09-01,HR,Manager,Female,47135391,71686,28674,5925,106285,8602,200,10628,19430,86855
OPT0090,Ronald Wallace,2025-09-01,HR,Manager,Female,27558317,67520,27008,6150,100678,8102,200,10067,18369,82309
OPT0091,Joseph Zhang,2025-09-01,Marketing,Analyst,Male,69302158,77831,31132,5426,114389,9339,200,11438,20977,93412
OPT0092,Lori Mckinney,2025-09-01,Sales,Executive,Male,25015458,56062,22424,7747,86233,6727,200,8623,15550,70683
OPT0093,Courtney Stanley,2025-09-01,HR,Senior Analyst,Male,59555330,67686,27074,6864,101624,8122,200,10162,18484,83140
OPT0094,Jeremy Bond,2025-09-01,Sales,Associate,Male,67684996,38069,15227,2895,56191,4568,200,5619,10387,45804
OPT0095,Andrea Thompson,2025-09-01,Finance,Manager,Female,58942697,75596,30238,7445,113279,9071,200,11327,20598,92681
OPT0096,Tyler Torres,2025-09-01,HR,Analyst,Male,43491314,74901,29960,7019,111880,8988,200,11188,20376,91504
OPT0097,Beverly Gonzalez,2025-09-01,Marketing,Manager,Female,85146293,74772,29908,7549,112229,8972,200,11222,20394,91835
OPT0098,Shannon Gonzalez,2025-09-01,Operations,Associate,Male,41774346,81827,32730,4716,119273,9819,200,11927,21946,97327
OPT0099,Douglas Pitts,2025-09-01,Finance,Senior Analyst,Female,13326769,60710,24284,66956,151950,7285,200,15195,22680,129270
OPT0100,Robert Mathis,2025-09-01,Finance,Analyst,Female,99913412,47049,18819,6183,72051,5645,200,7205,13050,59001
OPT0101,Tiffany Johnson,2025-09-01,Marketing,Senior Analyst,Female,31367172,69068,27627,6755,103450,8288,200,10345,18833,84617
OPT0102,Denise Kidd,2025-09-01,Marketing,Manager,Female,15197528,46985,18794,5651,71430,5638,200,7143,12981,58449
OPT0103,Jason Bell,2025-09-01,Operations,Senior Analyst,Male,71780854,62847,25138,8327,96312,7541,200,9631,17372,78940
OPT0104,Sean Hayes,2025-09-01,IT,Analyst,Male,39920292,77748,31099,6099,114946,9329,200,11494,21023,93923
OPT0105,Samantha Cannon,2025-09-01,HR,Senior Analyst,Female,54058573,34109,13643,5954,53706,4093,200,5370,9663,44043
OPT0106,Kelsey Hardy,2025-09-01,IT,Manager,Female,57130035,59761,23904,9541,93206,7171,200,9320,16691,76515
OPT0107,Teresa Alvarado,2025-09-01,Marketing,Associate,Female,81969657,40106,16042,8810,64958,4812,200,6495,11507,53451
OPT0108,Frank Miller,2025-09-01,IT,Manager,Male,45059710,41784,16713,4853,63350,5014,200,6335,11549,51801
OPT0109,Micheal Clark,2025-09-01,Finance,Associate,Female,15134794,62340,24936,8424,95700,7480,200,9570,17250,78450
OPT0110,Perry Price,2025-09-01,HR,Associate,Female,56397338,64149,25659,4853,94661,7697,200,9466,17363,77298
OPT0111,Dr. Carol Lewis PhD,2025-09-01,Marketing,Analyst,Female,91363974,61215,24486,7914,93615,7345,200,9361,16906,76709
OPT0112,Jennifer Nelson,2025-09-01,Sales,Manager,Female,87388337,53400,21360,2550,77310,6408,200,7731,14339,62971
OPT0113,Kathryn Patel,2025-09-01,Finance,Analyst,Male,68526649,79081,31632,2942,113655,9489,200,11365,21054,92601
OPT0114,Anthony Ortiz,2025-09-01,HR,Associate,Male,58884978,54983,21993,7308,84284,6597,200,8428,15225,69059
OPT0115,Curtis Contreras,2025-09-01,Operations,Manager,Female,93638503,43271,17308,9617,70196,5192,200,7019,12411,57785
OPT0116,John Crawford,2025-09-01,IT,Manager,Female,78064830,48485,19394,6227,74106,5818,200,7410,13428,60678
OPT0117,Christopher Drake,2025-09-01,IT,Executive,Female,64009265,42994,17197,4711,64902,5159,200,6490,11849,53053
OPT0118,Nancy Walker,2025-09-01,Marketing,Analyst,Male,35748341,62781,25112,3899,91792,7533,200,9179,16912,74880
OPT0119,Patricia Joseph,2025-09-01,Operations,Executive,Male,92613013,73771,29508,3511,106790,8852,200,10679,19731,87059
OPT0120,Angela Hall,2025-09-01,Sales,Analyst,Female,83542887,75577,30230,5540,111347,9069,200,11134,20403,90944
OPT0121,Nicholas Payne,2025-09-01,HR,Analyst,Female,38210242,80825,32330,7030,120185,9699,200,12018,21917,98268
OPT0122,Daryl Acosta,2025-09-01,Operations,Associate,Female,72409658,61963,24785,6851,93599,7435,200,9359,16994,76605
OPT0123,Mary Smith,2025-09-01,Operations,Executive,Male,78608612,32791,13116,7773,53680,3934,200,5368,9502,44178
OPT0124,Jeremy Shaw,2025-09-01,Operations,Senior Analyst,Male,48089166,50741,20296,8163,79200,6088,200,7920,14208,64992
OPT0125,Joshua Smith,2025-09-01,Sales,Associate,Female,22534217,36600,14640,6729,57969,4392,200,5796,10388,47581
OPT0126,Erica Pennington,2025-09-01,Finance,Analyst,Male,36726767,67685,27074,3531,98290,8122,200,9829,18151,80139
OPT0127,John Roberts,2025-09-01,Finance,Manager,Male,42862209,45415,18166,5748,69329,5449,200,6932,12581,56748
OPT0128,Kimberly Lloyd,2025-09-01,Operations,Associate,Male,71124923,76455,30582,9066,116103,9174,200,11610,20984,95119
OPT0129,Kelsey Elliott,2025-09-01,Operations,Associate,Male,61536717,74384,29753,4567,108704,8926,200,10870,19996,88708
OPT0130,Allison Pacheco,2025-09-01,Operations,Executive,Male,29806690,72562,29024,5215,106801,8707,200,10680,19587,87214
OPT0131,Theodore Sullivan,2025-09-01,Marketing,Manager,Male,67062156,55301,22120,4883,82304,6636,200,8230,15066,67238
OPT0132,Peter Brown,2025-09-01,Finance,Senior Analyst,Female,16740197,72959,29183,3413,105555,8755,200,10555,19510,86045
OPT0133,Michael Price,2025-09-01,Sales,Senior Analyst,Male,71265269,78767,31506,8558,118831,9452,200,11883,21535,97296
OPT0134,Kelly Fitzpatrick,2025-09-01,Finance,Executive,Female,69401199,72770,29108,6834,108712,8732,200,10871,19803,88909
OPT0135,Rita Farley,2025-09-01,Sales,Associate,Female,83534128,41278,16511,4565,62354,4953,200,6235,11388,50966
OPT0136,Rebecca Olsen,2025-09-01,Operations,Senior Analyst,Female,70407340,52513,21005,2958,76476,6301,200,7647,14148,62328
OPT0137,Craig Wood,2025-09-01,IT,Senior Analyst,Female,79967676,77945,31178,3158,112281,9353,200,11228,20781,91500
OPT0138,Amber Moore,2025-09-01,Operations,Senior Analyst,Female,69038700,59909,23963,6885,90757,7189,200,9075,16464,74293
OPT0139,Mark Moore,2025-09-01,HR,Analyst,Male,46468984,57646,23058,5465,86169,6917,200,8616,15733,70436
OPT0140,Virginia Porter,2025-09-01,IT,Analyst,Male,28572252,74148,29659,6402,110209,8897,200,11020,20117,90092
OPT0141,Duane Brown,2025-09-01,Finance,Senior Analyst,Female,30509175,74787,29914,9624,114325,8974,200,11432,20606,93719
OPT0142,Lori Cummings,2025-09-01,Marketing,Senior Analyst,Male,65682626,68866,27546,3366,99778,8263,200,9977,18440,81338
OPT0143,Hunter Mendez,2025-09-01,Operations,Analyst,Female,65804273,41694,16677,3532,61903,5003,200,6190,11393,50510
OPT0144,Nancy Sharp,2025-09-01,HR,Senior Analyst,Female,62274692,62056,24822,7074,93952,7446,200,9395,17041,76911
OPT0145,Patrick Woodward,2025-09-01,Sales,Manager,Female,74019136,56029,22411,58947,137387,6723,200,13738,20661,116726
OPT0146,Johnathan Rush,2025-09-01,HR,Analyst,Female,62343121,45287,18114,8678,72079,5434,200,7207,12841,59238
OPT0147,Rebecca Miller,2025-09-01,Operations,Associate,Male,75529051,69303,27721,6140,103164,8316,200,10316,18832,84332
OPT0148,Kimberly Lee,2025-09-01,Finance,Analyst,Female,75181765,59313,23725,7609,90647,7117,200,9064,16381,74266
OPT0149,Monica Patterson,2025-09-01,HR,Executive,Female,99774697,79039,31615,8880,119534,9484,200,11953,21637,97897
OPT0150,Catherine Hanna,2025-09-01,Marketing,Executive,Male,72732043,43461,17384,2677,63522,5215,200,6352,11767,51755
