Employee_ID,Employee_Name,Pay_Period_Date,Department,Designation,Gender,Cost_Center,Basic_Salary,HRA,Performance_Bonus,Total_Earnings,Provident_Fund,Professional_Tax,Income_Tax,Total_Deductions,Net_Pay
OPT0055,Cassandra White,2025-06-01,HR,Executive,Female,66851760,73344,29337,3413,106094,8801,200,10609,19610,86484
OPT0056,Mr. James Harper,2025-06-01,Operations,Executive,Male,97705310,77374,30949,5586,113909,9284,200,11390,20874,93035
OPT0057,Latasha Solis,2025-06-01,Marketing,Manager,Male,64038913,65345,26138,6282,97765,7841,200,9776,17817,79948
OPT0058,Loretta Thomas,2025-06-01,Marketing,Analyst,Male,43374088,54848,21939,5054,81841,6581,200,8184,14965,66876
OPT0059,Robert Robinson,2025-06-01,Finance,Senior Analyst,Female,28814949,56389,22555,5348,84292,6766,200,8429,15395,68897
OPT0060,Eric Leon,2025-06-01,Operations,Senior Analyst,Female,72092888,75492,30196,6897,112585,9059,200,11258,20517,92068
OPT0061,Rebecca Gallagher,2025-06-01,Finance,Manager,Female,83863413,72345,28938,7302,108585,8681,200,10858,19739,88846
OPT0062,Jaime Abbott,2025-06-01,HR,Manager,Male,22517517,52606,21042,2774,76422,6312,200,7642,14154,62268
OPT0063,Alexander Beck,2025-06-01,Finance,Senior Analyst,Female,75181648,56333,22533,4327,83193,6759,200,8319,15278,67915
OPT0064,Edward Owens,2025-06-01,Operations,Senior Analyst,Female,17869910,74028,29611,9900,113539,8883,200,11353,20436,93103
OPT0065,Lisa Edwards,2025-06-01,Finance,Executive,Male,62401521,40854,16341,4730,61925,4902,200,6192,11294,50631
OPT0066,David Rivera,2025-06-01,IT,Executive,Female,66775103,74490,29796,3158,107444,8938,200,10744,19882,87562
OPT0067,Joshua Gordon,2025-06-01,Marketing,Associate,Female,30776478,51331,20532,9927,81790,6159,200,8179,14538,67252
OPT0068,Kaitlyn Colon,2025-06-01,Finance,Analyst,Male,17849494,74393,29757,5210,109360,8927,200,10936,20063,89297
OPT0069,James Jordan,2025-06-01,Sales,Associate,Male,52091325,77454,30981,9684,118119,9294,200,11811,21305,96814
OPT0070,Paula Walton,2025-06-01,HR,Manager,Female,77491435,67629,27051,5085,99765,8115,200,9976,18291,81474
OPT0071,Olivia Bailey,2025-06-01,Sales,Senior Analyst,Male,78159587,52527,21010,8661,82198,6303,200,8219,14722,67476
OPT0072,Melissa Matthews,2025-06-01,HR,Senior Analyst,Male,89864260,77060,30824,8790,116674,9247,200,11667,21114,95560
OPT0073,Deanna Bright,2025-06-01,HR,Senior Analyst,Female,26090908,75919,30367,9474,115760,9110,200,11576,20886,94874
OPT0074,Kerry Ramirez,2025-06-01,Sales,Senior Analyst,Male,93131979,73337,29334,7492,110163,8800,200,11016,20016,90147
OPT0075,Courtney Mendoza,2025-06-01,HR,Executive,Female,44999379,54712,21884,2149,78745,6565,200,7874,14639,64106
OPT0076,Toni Jackson,2025-06-01,Finance,Analyst,Male,45650176,42813,17125,9791,69729,5137,200,6972,12309,57420
OPT0077,Jeffrey Cochran,2025-06-01,Operations,Senior Analyst,Female,71367643,62868,25147,3572,91587,7544,200,9158,16902,74685
OPT0078,Joel Rodriguez,2025-06-01,IT,Manager,Male,71510041,40015,16006,3269,59290,4801,200,5929,10930,48360
OPT0079,Justin Conley,2025-06-01,Sales,Associate,Male,19832887,37628,15051,6158,58837,4515,200,5883,10598,48239
OPT0080,Benjamin Lawson,2025-06-01,Sales,Senior Analyst,Female,27778019,79407,31762,9239,120408,9528,200,12040,21768,98640
OPT0081,Tina Hansen,2025-06-01,IT,Manager,Male,59597086,74380,29752,4758,108890,8925,200,10889,20014,88876
OPT0082,Michael Johnson,2025-06-01,IT,Senior Analyst,Female,82909480,71503,28601,3073,103177,8580,200,10317,19097,84080
OPT0083,William Vaughan,2025-06-01,Marketing,Analyst,Male,99639081,41109,16443,3329,60881,4933,200,6088,11221,49660
OPT0084,Derrick Walls,2025-06-01,Sales,Analyst,Male,28024248,76406,30562,8316,115284,9168,200,11528,20896,94388
OPT0085,Briana Brooks,2025-06-01,IT,Manager,Male,84252420,41848,16739,7907,66494,5021,200,6649,11870,54624
OPT0086,Joshua Silva,2025-06-01,Finance,Analyst,Female,91178885,57926,23170,4984,86080,6951,200,8608,15759,70321
OPT0087,Stephen Foley,2025-06-01,Finance,Analyst,Male,95125977,46566,18626,9942,75134,5587,200,7513,13300,61834
OPT0088,Donald Wu,2025-06-01,IT,Associate,Female,43704923,49673,19869,8163,77705,5960,200,7770,13930,63775
OPT0089,David Kelley,2025-06-01,HR,Manager,Female,47135391,60420,24168,3916,88504,7250,200,8850,16300,72204
OPT0090,Ronald Wallace,2025-06-01,HR,Manager,Female,27558317,51281,20512,9910,81703,6153,200,8170,14523,67180
OPT0091,Joseph Zhang,2025-06-01,Marketing,Analyst,Male,69302158,61737,24694,9405,95836,7408,200,9583,17191,78645
OPT0092,Lori Mckinney,2025-06-01,Sales,Executive,Male,25015458,55106,22042,7556,84704,6612,200,8470,15282,69422
OPT0093,Courtney Stanley,2025-06-01,HR,Senior Analyst,Male,59555330,59874,23949,5782,89605,7184,200,8960,16344,73261
OPT0094,Jeremy Bond,2025-06-01,Sales,Associate,Male,67684996,56026,22410,6119,84555,6723,200,8455,15378,69177
OPT0095,Andrea Thompson,2025-06-01,Finance,Manager,Female,58942697,41620,16648,8691,66959,4994,200,6695,11889,55070
OPT0096,Tyler Torres,2025-06-01,HR,Analyst,Male,43491314,70627,28250,3133,102010,8475,200,10201,18876,83134
OPT0097,Beverly Gonzalez,2025-06-01,Marketing,Manager,Female,85146293,34419,13767,7252,55438,4130,200,5543,9873,45565
OPT0098,Shannon Gonzalez,2025-06-01,Operations,Associate,Male,41774346,55327,22130,6542,83999,6639,200,8399,15238,68761
OPT0099,Douglas Pitts,2025-06-01,Finance,Senior Analyst,Female,13326769,77622,31048,8929,117599,9314,200,11759,21273,96326
OPT0100,Robert Mathis,2025-06-01,Finance,Analyst,Female,99913412,39170,15668,4335,59173,4700,200,5917,10817,48356
OPT0101,Tiffany Johnson,2025-06-01,Marketing,Senior Analyst,Female,31367172,41506,16602,4234,62342,4980,200,6234,11414,50928
OPT0102,Denise Kidd,2025-06-01,Marketing,Manager,Female,15197528,64643,25857,3207,93707,7757,200,9370,17327,76380
OPT0103,Jason Bell,2025-06-01,Operations,Senior Analyst,Male,71780854,37010,14804,9753,61567,4441,200,6156,10797,50770
OPT0104,Sean Hayes,2025-06-01,IT,Analyst,Male,39920292,60565,24226,9246,94037,7267,200,9403,16870,77167
OPT0105,Samantha Cannon,2025-06-01,HR,Senior Analyst,Female,54058573,32747,13098,5398,51243,3929,200,5124,9253,41990
OPT0106,Kelsey Hardy,2025-06-01,IT,Manager,Female,57130035,63899,25559,5063,94521,7667,200,9452,17319,77202
OPT0107,Teresa Alvarado,2025-06-01,Marketing,Associate,Female,81969657,36348,14539,5071,55958,4361,200,5595,10156,45802
OPT0108,Frank Miller,2025-06-01,IT,Manager,Male,45059710,51885,20754,9625,82264,6226,200,8226,14652,67612
OPT0109,Micheal Clark,2025-06-01,Finance,Associate,Female,15134794,77838,31135,7324,116297,9340,200,11629,21169,95128
OPT0110,Perry Price,2025-06-01,HR,Associate,Female,56397338,40571,16228,3127,59926,4868,200,5992,11060,48866
OPT0111,Dr. Carol Lewis PhD,2025-06-01,Marketing,Analyst,Female,91363974,61962,24784,7702,94448,7435,200,9444,17079,77369
OPT0112,Jennifer Nelson,2025-06-01,Sales,Manager,Female,87388337,80731,32292,7779,120802,9687,200,12080,21967,98835
OPT0113,Kathryn Patel,2025-06-01,Finance,Analyst,Male,68526649,71327,28530,2043,101900,8559,200,10190,18949,82951
OPT0114,Anthony Ortiz,2025-06-01,HR,Associate,Male,58884978,32245,12898,4096,49239,3869,200,4923,8992,40247
OPT0115,Curtis Contreras,2025-06-01,Operations,Manager,Female,93638503,40798,16319,6495,63612,4895,200,6361,11456,52156
OPT0116,John Crawford,2025-06-01,IT,Manager,Female,78064830,70903,28361,6323,105587,8508,200,10558,19266,86321
OPT0117,Christopher Drake,2025-06-01,IT,Executive,Female,64009265,49881,19952,3946,73779,5985,200,7377,13562,60217
OPT0118,Nancy Walker,2025-06-01,Marketing,Analyst,Male,35748341,34129,13651,3953,51733,4095,200,5173,9468,42265
OPT0119,Patricia Joseph,2025-06-01,Operations,Executive,Male,92613013,71816,28726,5744,106286,8617,200,10628,19445,86841
OPT0120,Angela Hall,2025-06-01,Sales,Analyst,Female,83542887,63756,25502,6888,96146,7650,200,9614,17464,78682
OPT0121,Nicholas Payne,2025-06-01,HR,Analyst,Female,38210242,72415,28966,6221,107602,8689,200,10760,19649,87953
OPT0122,Daryl Acosta,2025-06-01,Operations,Associate,Female,72409658,78090,31236,3176,112502,9370,200,11250,20820,91682
OPT0123,Mary Smith,2025-06-01,Operations,Executive,Male,78608612,31102,12440,7036,50578,3732,200,5057,8989,41589
OPT0124,Jeremy Shaw,2025-06-01,Operations,Senior Analyst,Male,48089166,68399,27359,5412,101170,8207,200,10117,18524,82646
OPT0125,Joshua Smith,2025-06-01,Sales,Associate,Female,22534217,74792,29916,2701,107409,8975,200,10740,19915,87494
OPT0126,Erica Pennington,2025-06-01,Finance,Analyst,Male,36726767,54632,21852,2554,79038,6555,200,7903,14658,64380
OPT0127,John Roberts,2025-06-01,Finance,Manager,Male,42862209,66656,26662,6156,99474,7998,200,9947,18145,81329
OPT0128,Kimberly Lloyd,2025-06-01,Operations,Associate,Male,71124923,64267,25706,6539,96512,7712,200,9651,17563,78949
OPT0129,Kelsey Elliott,2025-06-01,Operations,Associate,Male,61536717,61810,24724,2356,88890,7417,200,8889,16506,72384
OPT0130,Allison Pacheco,2025-06-01,Operations,Executive,Male,29806690,55464,22185,4077,81726,6655,200,8172,15027,66699
OPT0131,Theodore Sullivan,2025-06-01,Marketing,Manager,Male,67062156,54402,21760,8459,84621,6528,200,8462,15190,69431
OPT0132,Peter Brown,2025-06-01,Finance,Senior Analyst,Female,16740197,46802,18720,8004,73526,5616,200,7352,13168,60358
OPT0133,Michael Price,2025-06-01,Sales,Senior Analyst,Male,71265269,37793,15117,8320,61230,4535,200,6123,10858,50372
OPT0134,Kelly Fitzpatrick,2025-06-01,Finance,Executive,Female,69401199,80589,32235,4723,117547,9670,200,11754,21624,95923
OPT0135,Rita Farley,2025-06-01,Sales,Associate,Female,83534128,54088,21635,6472,82195,6490,200,8219,14909,67286
OPT0136,Rebecca Olsen,2025-06-01,Operations,Senior Analyst,Female,70407340,73126,29250,3434,105810,8775,200,10581,19556,86254
OPT0137,Craig Wood,2025-06-01,IT,Senior Analyst,Female,79967676,75871,30348,5806,112025,9104,200,11202,20506,91519
OPT0138,Amber Moore,2025-06-01,Operations,Senior Analyst,Female,69038700,62361,24944,7175,94480,7483,200,9448,17131,77349
OPT0139,Mark Moore,2025-06-01,HR,Analyst,Male,46468984,39837,15934,2516,58287,4780,200,5828,10808,47479
OPT0140,Virginia Porter,2025-06-01,IT,Analyst,Male,28572252,60994,24397,2302,87693,7319,200,8769,16288,71405
OPT0141,Duane Brown,2025-06-01,Finance,Senior Analyst,Female,30509175,33870,13548,8480,55898,4064,200,5589,9853,46045
OPT0142,Lori Cummings,2025-06-01,Marketing,Senior Analyst,Male,65682626,33746,13498,4585,51829,4049,200,5182,9431,42398
OPT0143,Hunter Mendez,2025-06-01,Operations,Analyst,Female,65804273,64776,25910,5262,95948,7773,200,9594,17567,78381
OPT0144,Nancy Sharp,2025-06-01,HR,Senior Analyst,Female,62274692,66588,26635,5878,99101,7990,200,9910,18100,81001
OPT0145,Patrick Woodward,2025-06-01,Sales,Manager,Female,74019136,80367,32146,7299,119812,9644,200,11981,21825,97987
OPT0146,Johnathan Rush,2025-06-01,HR,Analyst,Female,62343121,54394,21757,9062,85213,6527,200,8521,15248,69965
OPT0147,Rebecca Miller,2025-06-01,Operations,Associate,Male,75529051,73974,29589,4719,108282,8876,200,10828,19904,88378
OPT0148,Kimberly Lee,2025-06-01,Finance,Analyst,Female,75181765,55118,22047,5579,82744,6614,200,8274,15088,67656
OPT0149,Monica Patterson,2025-06-01,HR,Executive,Female,99774697,79713,31885,5602,117200,9565,200,11720,21485,95715
OPT0150,Catherine Hanna,2025-06-01,Marketing,Executive,Male,72732043,56339,22535,4777,83651,6760,200,8365,15325,68326
