Employee_ID,Employee_Name,Pay_Period_Date,Department,Designation,Gender,Cost_Center,Basic_Salary,HRA,Performance_Bonus,Total_Earnings,Provident_Fund,Professional_Tax,Income_Tax,Total_Deductions,Net_Pay
OPT0016,Tiffany Alvarez,2025-05-01,Finance,Manager,Female,47308985,45408,18163,8117,71688,5448,200,7168,12816,58872
OPT0017,Kimberly Jones,2025-05-01,Operations,Analyst,Male,59684848,36951,14780,8228,59959,4434,200,5995,10629,49330
OPT0018,Melissa Gilbert,2025-05-01,IT,Senior Analyst,Female,96977837,37086,14834,5634,57554,4450,200,5755,10405,47149
OPT0019,Rachel Warner,2025-05-01,HR,Associate,Male,81691040,50125,20050,9400,79575,6015,200,7957,14172,65403
OPT0020,Matthew Freeman,2025-05-01,Marketing,Senior Analyst,Male,72043515,51758,20703,8522,80983,6210,200,8098,14508,66475
OPT0021,Dylan Williams,2025-05-01,Operations,Analyst,Male,53524491,53992,21596,5070,80658,6479,200,8065,14744,65914
OPT0022,Karen Johnson,2025-05-01,HR,Senior Analyst,Male,52339391,46503,18601,6351,71455,5580,200,7145,12925,58530
OPT0023,Nicholas Gonzales,2025-05-01,Operations,Analyst,Male,38317637,75182,30072,8492,113746,9021,200,11374,20595,93151
OPT0024,Nicholas Ibarra,2025-05-01,Sales,Analyst,Male,97971488,41973,16789,2646,61408,5036,200,6140,11376,50032
OPT0025,Barbara Torres,2025-05-01,Operations,Executive,Female,29175900,55570,22228,7076,84874,6668,200,8487,15355,69519
OPT0026,Kerry Martin,2025-05-01,IT,Senior Analyst,Male,85345555,63115,25246,9477,97838,7573,200,9783,17556,80282
OPT0027,Stephen Allen,2025-05-01,Sales,Analyst,Female,88320463,45716,18286,5777,69779,5485,200,6977,12662,57117
OPT0028,Christian Hicks,2025-05-01,Operations,Analyst,Male,28566572,60618,24247,4091,88956,7274,200,8895,16369,72587
OPT0029,Adam Hernandez,2025-05-01,Sales,Executive,Male,16323852,60990,24396,9382,94768,7318,200,9476,16994,77774
OPT0030,Amber Vega,2025-05-01,HR,Senior Analyst,Male,66661351,66321,26528,3294,96143,7958,200,9614,17772,78371
OPT0031,Angela Cooper,2025-05-01,Sales,Manager,Female,61220073,53146,21258,6813,81217,6377,200,8121,14698,66519
OPT0032,Regina Butler,2025-05-01,Sales,Executive,Female,84252722,58307,23322,7655,89284,6996,200,8928,16124,73160
OPT0033,Joseph Martinez,2025-05-01,HR,Manager,Female,96028436,50299,20119,3631,74049,6035,200,7404,13639,60410
OPT0034,Morgan Stevenson,2025-05-01,IT,Manager,Female,68353204,62167,24866,2873,89906,7460,200,8990,16650,73256
OPT0035,Joseph Jenkins,2025-05-01,Finance,Executive,Male,45351479,67981,27192,4940,100113,8157,200,10011,18368,81745
OPT0036,David Clark,2025-05-01,Sales,Senior Analyst,Male,93926371,76327,30530,4418,111275,9159,200,11127,20486,90789
OPT0037,Michelle Newman,2025-05-01,IT,Associate,Male,30513739,73637,29454,5242,108333,8836,200,10833,19869,88464
OPT0038,Douglas Mills MD,2025-05-01,IT,Senior Analyst,Male,90388981,67588,27035,9086,103709,8110,200,10370,18680,85029
OPT0039,Marc Jones,2025-05-01,IT,Executive,Male,25014631,79302,31720,9975,120997,9516,200,12099,21815,99182
OPT0040,Jeremy Lucas,2025-05-01,IT,Analyst,Male,17774584,70241,28096,8104,106441,8428,200,10644,19272,87169
OPT0041,Meghan Craig,2025-05-01,Finance,Associate,Male,21496211,49256,19702,8354,77312,5910,200,7731,13841,63471
OPT0042,Kevin Wilson,2025-05-01,Marketing,Executive,Male,81498611,70284,28113,8569,106966,8434,200,10696,19330,87636
OPT0043,Aaron Humphrey,2025-05-01,Finance,Senior Analyst,Female,83793389,72221,28888,3557,104666,8666,200,10466,19332,85334
OPT0044,Evan Hayes,2025-05-01,Finance,Analyst,Female,38427073,74917,29966,8189,113072,8990,200,11307,20497,92575
OPT0045,Jacqueline Ellison,2025-05-01,Sales,Senior Analyst,Female,63551839,73700,29480,7577,110757,8844,200,11075,20119,90638
OPT0046,Bryan Mcgee,2025-05-01,Marketing,Analyst,Female,79467853,71672,28668,2795,103135,8600,200,10313,19113,84022
OPT0047,Lauren Grant,2025-05-01,Operations,Manager,Male,40158366,72858,29143,2322,104323,8742,200,10432,19374,84949
OPT0048,Julia Smith,2025-05-01,HR,Analyst,Male,88961459,59389,23755,2273,85417,7126,200,8541,15867,69550
OPT0049,Karen Weber,2025-05-01,Sales,Senior Analyst,Male,10965138,78495,31398,3076,112969,9419,200,11296,20915,92054
OPT0050,Jeffrey Payne,2025-05-01,HR,Manager,Male,19046318,49840,19936,4676,74452,5980,200,7445,13625,60827
OPT0051,Madison Morris,2025-05-01,HR,Analyst,Male,79008866,42010,16804,3644,62458,5041,200,6245,11486,50972
OPT0052,Lorraine Humphrey,2025-05-01,Finance,Analyst,Female,38754377,65850,26340,9179,101369,7902,200,10136,18238,83131
OPT0053,Richard Eaton,2025-05-01,Sales,Senior Analyst,Female,42614537,65289,26115,6110,97514,7834,200,9751,17785,79729
OPT0054,Mr. Christian Medina,2025-05-01,Operations,Executive,Male,22660194,41283,16513,4105,61901,4953,200,6190,11343,50558
OPT0055,Cassandra White,2025-05-01,HR,Executive,Female,66851760,62078,24831,9924,96833,7449,200,9683,17332,79501
OPT0056,Mr. James Harper,2025-05-01,Operations,Executive,Male,97705310,79426,31770,9130,120326,9531,200,12032,21763,98563
OPT0057,Latasha Solis,2025-05-01,Marketing,Manager,Male,64038913,38047,15218,5836,59101,4565,200,5910,10675,48426
OPT0058,Loretta Thomas,2025-05-01,Marketing,Analyst,Male,43374088,39724,15889,8178,63791,4766,200,6379,11345,52446
OPT0059,Robert Robinson,2025-05-01,Finance,Senior Analyst,Female,28814949,74823,29929,7932,112684,8978,200,11268,20446,92238
OPT0060,Eric Leon,2025-05-01,Operations,Senior Analyst,Female,72092888,56544,22617,9923,89084,6785,200,8908,15893,73191
OPT0061,Rebecca Gallagher,2025-05-01,Finance,Manager,Female,83863413,67024,26809,4996,98829,8042,200,9882,18124,80705
OPT0062,Jaime Abbott,2025-05-01,HR,Manager,Male,22517517,56358,22543,2114,81015,6762,200,8101,15063,65952
OPT0063,Alexander Beck,2025-05-01,Finance,Senior Analyst,Female,75181648,38599,15439,5725,59763,4631,200,5976,10807,48956
OPT0064,Edward Owens,2025-05-01,Operations,Senior Analyst,Female,17869910,79587,31834,7507,118928,9550,200,11892,21642,97286
OPT0065,Lisa Edwards,2025-05-01,Finance,Executive,Male,62401521,55470,22188,8737,86395,6656,200,8639,15495,70900
OPT0066,David Rivera,2025-05-01,IT,Executive,Female,66775103,54844,21937,2887,79668,6581,200,7966,14747,64921
OPT0067,Joshua Gordon,2025-05-01,Marketing,Associate,Female,30776478,61398,24559,2205,88162,7367,200,8816,16383,71779
OPT0068,Kaitlyn Colon,2025-05-01,Finance,Analyst,Male,17849494,67292,26916,4687,98895,8075,200,9889,18164,80731
OPT0069,James Jordan,2025-05-01,Sales,Associate,Male,52091325,45007,18002,7305,70314,5400,200,7031,12631,57683
OPT0070,Paula Walton,2025-05-01,HR,Manager,Female,77491435,60926,24370,9449,94745,7311,200,9474,16985,77760
OPT0071,Olivia Bailey,2025-05-01,Sales,Senior Analyst,Male,78159587,73048,29219,5344,107611,8765,200,10761,19726,87885
OPT0072,Melissa Matthews,2025-05-01,HR,Senior Analyst,Male,89864260,33471,13388,9751,56610,4016,200,5661,9877,46733
OPT0073,Deanna Bright,2025-05-01,HR,Senior Analyst,Female,26090908,62784,25113,2951,90848,7534,200,9084,16818,74030
OPT0074,Kerry Ramirez,2025-05-01,Sales,Senior Analyst,Male,93131979,65728,26291,3111,95130,7887,200,9513,17600,77530
OPT0075,Courtney Mendoza,2025-05-01,HR,Executive,Female,44999379,54814,21925,7492,84231,6577,200,8423,15200,69031
OPT0076,Toni Jackson,2025-05-01,Finance,Analyst,Male,45650176,76144,30457,9749,116350,9137,200,11635,20972,95378
OPT0077,Jeffrey Cochran,2025-05-01,Operations,Senior Analyst,Female,71367643,68991,27596,8080,104667,8278,200,10466,18944,85723
OPT0078,Joel Rodriguez,2025-05-01,IT,Manager,Male,71510041,57689,23075,7365,88129,6922,200,8812,15934,72195
OPT0079,Justin Conley,2025-05-01,Sales,Associate,Male,19832887,62569,25027,7043,94639,7508,200,9463,17171,77468
OPT0080,Benjamin Lawson,2025-05-01,Sales,Senior Analyst,Female,27778019,48833,19533,2268,70634,5859,200,7063,13122,57512
OPT0081,Tina Hansen,2025-05-01,IT,Manager,Male,59597086,44738,17895,5632,68265,5368,200,6826,12394,55871
OPT0082,Michael Johnson,2025-05-01,IT,Senior Analyst,Female,82909480,45973,18389,9007,73369,5516,200,7336,13052,60317
OPT0083,William Vaughan,2025-05-01,Marketing,Analyst,Male,99639081,75436,30174,5009,110619,9052,200,11061,20313,90306
OPT0084,Derrick Walls,2025-05-01,Sales,Analyst,Male,28024248,72759,29103,4938,106800,8731,200,10680,19611,87189
OPT0085,Briana Brooks,2025-05-01,IT,Manager,Male,84252420,48580,19432,3554,71566,5829,200,7156,13185,58381
OPT0086,Joshua Silva,2025-05-01,Finance,Analyst,Female,91178885,60300,24120,2750,87170,7236,200,8717,16153,71017
OPT0087,Stephen Foley,2025-05-01,Finance,Analyst,Male,95125977,72554,29021,7238,108813,8706,200,10881,19787,89026
OPT0088,Donald Wu,2025-05-01,IT,Associate,Female,43704923,31899,12759,2414,47072,3827,200,4707,8734,38338
OPT0089,David Kelley,2025-05-01,HR,Manager,Female,47135391,46462,18584,3031,68077,5575,200,6807,12582,55495
OPT0090,Ronald Wallace,2025-05-01,HR,Manager,Female,27558317,43948,17579,2562,64089,5273,200,6408,11881,52208
OPT0091,Joseph Zhang,2025-05-01,Marketing,Analyst,Male,69302158,66820,26728,3697,97245,8018,200,9724,17942,79303
OPT0092,Lori Mckinney,2025-05-01,Sales,Executive,Male,25015458,45769,18307,4691,68767,5492,200,6876,12568,56199
OPT0093,Courtney Stanley,2025-05-01,HR,Senior Analyst,Male,59555330,69558,27823,2023,99404,8346,200,9940,18486,80918
OPT0094,Jeremy Bond,2025-05-01,Sales,Associate,Male,67684996,39982,15992,3064,59038,4797,200,5903,10900,48138
OPT0095,Andrea Thompson,2025-05-01,Finance,Manager,Female,58942697,41935,16774,2900,61609,5032,200,6160,11392,50217
OPT0096,Tyler Torres,2025-05-01,HR,Analyst,Male,43491314,32189,12875,65593,110657,3862,200,11065,15127,95530
OPT0097,Beverly Gonzalez,2025-05-01,Marketing,Manager,Female,85146293,69091,27636,67391,164118,8290,200,16411,24901,139217
OPT0098,Shannon Gonzalez,2025-05-01,Operations,Associate,Male,41774346,33934,13573,3038,50545,4072,200,5054,9326,41219
OPT0099,Douglas Pitts,2025-05-01,Finance,Senior Analyst,Female,13326769,64977,25990,2931,93898,7797,200,9389,17386,76512
OPT0100,Robert Mathis,2025-05-01,Finance,Analyst,Female,99913412,61711,24684,5672,92067,7405,200,9206,16811,75256
OPT0101,Tiffany Johnson,2025-05-01,Marketing,Senior Analyst,Female,31367172,64135,25654,6863,96652,7696,200,9665,17561,79091
OPT0102,Denise Kidd,2025-05-01,Marketing,Manager,Female,15197528,63519,25407,3814,92740,7622,200,9274,17096,75644
OPT0103,Jason Bell,2025-05-01,Operations,Senior Analyst,Male,71780854,33341,13336,7957,54634,4000,200,5463,9663,44971
OPT0104,Sean Hayes,2025-05-01,IT,Analyst,Male,39920292,73681,29472,6271,109424,8841,200,10942,19983,89441
OPT0105,Samantha Cannon,2025-05-01,HR,Senior Analyst,Female,54058573,72661,29064,9897,111622,8719,200,11162,20081,91541
OPT0106,Kelsey Hardy,2025-05-01,IT,Manager,Female,57130035,61890,24756,8941,95587,7426,200,9558,17184,78403
OPT0107,Teresa Alvarado,2025-05-01,Marketing,Associate,Female,81969657,75464,30185,2884,108533,9055,200,10853,20108,88425
OPT0108,Frank Miller,2025-05-01,IT,Manager,Male,45059710,59569,23827,2602,85998,7148,200,8599,15947,70051
OPT0109,Micheal Clark,2025-05-01,Finance,Associate,Female,15134794,51609,20643,6983,79235,6193,200,7923,14316,64919
OPT0110,Perry Price,2025-05-01,HR,Associate,Female,56397338,38770,15508,4252,58530,4652,200,5853,10705,47825
OPT0111,Dr. Carol Lewis PhD,2025-05-01,Marketing,Analyst,Female,91363974,68862,27544,6492,102898,8263,200,10289,18752,84146
OPT0112,Jennifer Nelson,2025-05-01,Sales,Manager,Female,87388337,55462,22184,6893,84539,6655,200,8453,15308,69231
OPT0113,Kathryn Patel,2025-05-01,Finance,Analyst,Male,68526649,60234,24093,6141,90468,7228,200,9046,16474,73994
OPT0114,Anthony Ortiz,2025-05-01,HR,Associate,Male,58884978,36999,14799,8497,60295,4439,200,6029,10668,49627
OPT0115,Curtis Contreras,2025-05-01,Operations,Manager,Female,93638503,73407,29362,7332,110101,8808,200,11010,20018,90083
OPT0116,John Crawford,2025-05-01,IT,Manager,Female,78064830,66632,26652,7905,101189,7995,200,10118,18313,82876
OPT0117,Christopher Drake,2025-05-01,IT,Executive,Female,64009265,58685,23474,5699,87858,7042,200,8785,16027,71831
OPT0118,Nancy Walker,2025-05-01,Marketing,Analyst,Male,35748341,57619,23047,4776,85442,6914,200,8544,15658,69784
OPT0119,Patricia Joseph,2025-05-01,Operations,Executive,Male,92613013,56631,22652,5407,84690,6795,200,8469,15464,69226
OPT0120,Angela Hall,2025-05-01,Sales,Analyst,Female,83542887,50983,20393,5496,76872,6117,200,7687,14004,62868
OPT0121,Nicholas Payne,2025-05-01,HR,Analyst,Female,38210242,47204,18881,5066,71151,5664,200,7115,12979,58172
OPT0122,Daryl Acosta,2025-05-01,Operations,Associate,Female,72409658,75511,30204,9561,115276,9061,200,11527,20788,94488
OPT0123,Mary Smith,2025-05-01,Operations,Executive,Male,78608612,36478,14591,8813,59882,4377,200,5988,10565,49317
OPT0124,Jeremy Shaw,2025-05-01,Operations,Senior Analyst,Male,48089166,58803,23521,2791,85115,7056,200,8511,15767,69348
OPT0125,Joshua Smith,2025-05-01,Sales,Associate,Female,22534217,54921,21968,8650,85539,6590,200,8553,15343,70196
OPT0126,Erica Pennington,2025-05-01,Finance,Analyst,Male,36726767,34430,13772,6804,55006,4131,200,5500,9831,45175
OPT0127,John Roberts,2025-05-01,Finance,Manager,Male,42862209,67310,26924,4700,98934,8077,200,9893,18170,80764
OPT0128,Kimberly Lloyd,2025-05-01,Operations,Associate,Male,71124923,57422,22968,4896,85286,6890,200,8528,15618,69668
OPT0129,Kelsey Elliott,2025-05-01,Operations,Associate,Male,61536717,79670,31868,5464,117002,9560,200,11700,21460,95542
OPT0130,Allison Pacheco,2025-05-01,Operations,Executive,Male,29806690,77755,31102,2421,111278,9330,200,11127,20657,90621
OPT0131,Theodore Sullivan,2025-05-01,Marketing,Manager,Male,67062156,69848,27939,4559,102346,8381,200,10234,18815,83531
OPT0132,Peter Brown,2025-05-01,Finance,Senior Analyst,Female,16740197,68374,27349,6156,101879,8204,200,10187,18591,83288
OPT0133,Michael Price,2025-05-01,Sales,Senior Analyst,Male,71265269,73539,29415,5950,108904,8824,200,10890,19914,88990
OPT0134,Kelly Fitzpatrick,2025-05-01,Finance,Executive,Female,69401199,37592,15036,4868,57496,4511,200,5749,10460,47036
OPT0135,Rita Farley,2025-05-01,Sales,Associate,Female,83534128,54588,21835,2941,79364,6550,200,7936,14686,64678
OPT0136,Rebecca Olsen,2025-05-01,Operations,Senior Analyst,Female,70407340,68124,27249,3852,99225,8174,200,9922,18296,80929
OPT0137,Craig Wood,2025-05-01,IT,Senior Analyst,Female,79967676,67263,26905,9983,104151,8071,200,10415,18686,85465
OPT0138,Amber Moore,2025-05-01,Operations,Senior Analyst,Female,69038700,71245,28498,7026,106769,8549,200,10676,19425,87344
OPT0139,Mark Moore,2025-05-01,HR,Analyst,Male,46468984,66986,26794,2215,95995,8038,200,9599,17837,78158
OPT0140,Virginia Porter,2025-05-01,IT,Analyst,Male,28572252,73611,29444,8794,111849,8833,200,11184,20217,91632
OPT0141,Duane Brown,2025-05-01,Finance,Senior Analyst,Female,30509175,32397,12958,3477,48832,3887,200,4883,8970,39862
OPT0142,Lori Cummings,2025-05-01,Marketing,Senior Analyst,Male,65682626,80465,32186,4531,117182,9655,200,11718,21573,95609
OPT0143,Hunter Mendez,2025-05-01,Operations,Analyst,Female,65804273,53504,21401,2050,76955,6420,200,7695,14315,62640
OPT0144,Nancy Sharp,2025-05-01,HR,Senior Analyst,Female,62274692,39888,15955,6639,62482,4786,200,6248,11234,51248
OPT0145,Patrick Woodward,2025-05-01,Sales,Manager,Female,74019136,35060,14024,3162,52246,4207,200,5224,9631,42615
OPT0146,Johnathan Rush,2025-05-01,HR,Analyst,Female,62343121,32509,13003,2751,48263,3901,200,4826,8927,39336
OPT0147,Rebecca Miller,2025-05-01,Operations,Associate,Male,75529051,44598,17839,5081,67518,5351,200,6751,12302,55216
OPT0148,Kimberly Lee,2025-05-01,Finance,Analyst,Female,75181765,52840,21136,3289,77265,6340,200,7726,14266,62999
OPT0149,Monica Patterson,2025-05-01,HR,Executive,Female,99774697,77790,31116,4657,113563,9334,200,11356,20890,92673
OPT0150,Catherine Hanna,2025-05-01,Marketing,Executive,Male,72732043,67697,27078,6884,101659,8123,200,10165,18488,83171
